file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SynchronizedStatement],false,644,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.MemberRef],false,536,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.CompilationUnit],false,455,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.VariableDeclarationExpression],false,686,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ArrayCreation],false,416,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ClassInstanceCreation],false,452,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.SimpleType],false,292,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ContinueStatement],false,88,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ClassInstanceCreation],false,72,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.StringLiteral],false,304,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SuperMethodReference],false,635,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SwitchStatement],false,641,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.PrimitiveType],false,593,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.PostfixExpression],false,256,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.WildcardType],false,400,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.CharacterLiteral],false,68,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.CastExpression],false,60,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.QualifiedName],false,599,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.Javadoc],false,521,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.FieldDeclaration],false,500,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SuperMethodInvocation],false,632,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.TagElement],false,336,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.CastExpression],false,443,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ArrayAccess],false,413,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.TypeDeclarationStatement],false,665,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.DoStatement],false,470,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ArrayInitializer],false,419,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.UnionType],false,376,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.BooleanLiteral],false,437,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.UsesDirective],false,380,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.IfStatement],false,144,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.SwitchStatement],false,328,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.Dimension],false,96,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.EnumConstantDeclaration],false,112,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ThrowStatement],false,656,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.TypeLiteral],false,364,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.StringLiteral],false,623,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.TypeMethodReference],false,671,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.MemberRef],false,188,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.CreationReference],false,92,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.TypeMethodReference],false,368,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ConditionalExpression],false,80,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.OpensDirective],false,575,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.PrimitiveType],false,268,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.AssertStatement],false,425,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ConstructorInvocation],false,461,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ThisExpression],false,653,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.MemberValuePair],false,192,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ParameterizedType],false,248,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.UsesDirective],false,680,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.UnionType],false,677,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.TypeDeclarationStatement],false,360,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ModuleDeclaration],false,557,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.LabeledStatement],false,524,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SwitchCase],false,638,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.AnonymousClassDeclaration],false,410,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.AnonymousClassDeclaration],false,16,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ModuleDeclaration],false,216,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.TypeLiteral],false,668,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SimpleType],false,614,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.FieldDeclaration],false,136,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.PackageDeclaration],false,578,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ArrayInitializer],false,28,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.SuperMethodReference],false,320,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ParameterizedType],false,581,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.MarkerAnnotation],false,533,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.BlockComment],false,434,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.NormalAnnotation],false,566,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.LineComment],false,530,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.ReturnStatement],false,608,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.QualifiedName],false,272,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.WhileStatement],false,396,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.SuperFieldAccess],false,629,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,visit/1[com.github.mauricioaniche.ck.metric.ThisExpression],false,344,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\metric\CKASTVisitor.java,com.github.mauricioaniche.ck.metric.CKASTVisitor,endVisit/1[com.github.mauricioaniche.ck.metric.EnhancedForStatement],false,476,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,false
